SYMBOL,SECTOR,MARKET_CAP
PGIL,Consumer Cyclical,7042.34
PHOENIXLTD,Real Estate,57114.25
PICCADIL,Consumer Defensive,5303.57
PIDILITIND,Basic Materials,131810.91
PIGL,Industrials,228.84
PIIND,Basic Materials,42856.16
PILANIINVS,Financial Services,4864.04
PILITA,Consumer Cyclical,166.38
PINELABS,Technology,17979.71
PIONEEREMB,Consumer Cyclical,73.79
PIRAMALFIN,Financial Services,38412.55
PITTIENG,Industrials,2894.71
PIXTRANS,Industrials,1974.37
PKTEA,Consumer Defensive,252.0
PLASTIBLEN,Basic Materials,350.33
PLATIND,Basic Materials,1145.14
PLAZACABLE,Industrials,150.16
PNB,Financial Services,120212.66
PNBGILTS,Financial Services,1166.29
PNBHOUSING,Financial Services,21286.9
PNC,Communication Services,30.99
PNCINFRA,Industrials,4405.55
PNGJL,Consumer Cyclical,8130.95
PNGSREVA,Consumer Cyclical,1185.84
POCL,Basic Materials,3367.25
PODDARMENT,Basic Materials,248.78
POKARNA,Industrials,2793.99
POLICYBZR,Financial Services,67612.64
POLYCAB,Industrials,108916.96
POLYMED,Healthcare,14105.65
POLYPLEX,Basic Materials,2527.88
PONNIERODE,Consumer Defensive,241.66
POONAWALLA,Financial Services,32703.3
POWERGRID,Utilities,274739.84
POWERICA,Industrials,4998.8
POWERINDIA,Industrials,111647.18
POWERMECH,Industrials,6158.85
PPAP,Consumer Cyclical,282.11
PPL,Industrials,455.24
PPLPHARMA,Healthcare,18674.53
PRABHA,Energy,2334.45
PRAENG,Real Estate,138.61
PRAJIND,Industrials,6259.75
PRAKASH,Basic Materials,2267.47
PRAKASHSTL,Basic Materials,73.18
PRAXIS,Consumer Cyclical,119.64
PRECAM,Consumer Cyclical,1154.17
PRECOT,Consumer Cyclical,628.5
PRECWIRE,Industrials,5367.68
PREMEXPLN,Basic Materials,2324.55
PREMIER,Industrials,9.58
PREMIERENE,Technology,42364.78
PREMIERPOL,Basic Materials,588.76
PRESTIGE,Real Estate,52639.54
PRICOLLTD,Consumer Cyclical,6570.63
PRIMESECU,Financial Services,954.46
PRIMO,Basic Materials,549.38
PRINCEPIPE,Industrials,2525.7
PRITI,Consumer Cyclical,49.14
PRITIKAUTO,Industrials,205.81
PRIVISCL,Basic Materials,11633.65
PROSTARM,Industrials,770.02
PROTEAN,Technology,2040.58
PROZONER,Real Estate,806.51
PRSMJOHNSN,Basic Materials,6172.16
PRUDENT,Financial Services,9324.33
PRUDMOULI,Consumer Defensive,43.96
PSB,Financial Services,16343.42
PSPPROJECT,Industrials,2545.6
PTC,Utilities,4817.54
PTCIL,Industrials,24027.06
PTL,Real Estate,496.55
PUNJABCHEM,Basic Materials,1173.66
PURVA,Real Estate,4129.49
PVP,Industrials,688.14
PVRINOX,Communication Services,9293.64
PVSL,Consumer Cyclical,686.42
PWL,Other,0.0
PYRAMID,Other,0.0
QPOWER,Other,0.0
QUADFUTURE,Other,0.0
QUESS,Other,0.0
QUICKHEAL,Other,0.0
RACE,Other,0.0
RACLGEAR,Other,0.0
RADAAN,Other,0.0
RADHIKAJWE,Other,0.0
RADIANTCMS,Other,0.0
RADICO,Other,0.0
RADIOCITY,Other,0.0
RAILTEL,Other,0.0
RAIN,Other,0.0
RAINBOW,Other,0.0
RAJESHEXPO,Other,0.0
RAJMET,Other,0.0
RAJOOENG,Other,0.0
RAJRATAN,Other,0.0
RAJRILTD,Other,0.0
RAJSREESUG,Other,0.0
RAJTV,Other,0.0
RALLIS,Other,0.0
RAMANEWS,Other,0.0
RAMAPHO,Other,0.0
RAMASTEEL,Other,0.0
RAMCOCEM,Other,0.0
RAMCOIND,Other,0.0
RAMCOSYS,Other,0.0
RAMKY,Other,0.0
RAMRAT,Other,0.0
RANASUG,Other,0.0
RANEHOLDIN,Other,0.0
RATEGAIN,Other,0.0
RATNAMANI,Other,0.0
RATNAVEER,Other,0.0
RAYMOND,Other,0.0
RAYMONDLSL,Other,0.0
RAYMONDREL,Other,0.0
RBA,Other,0.0
RBLBANK,Other,0.0
RBZJEWEL,Other,0.0
RCF,Other,0.0
RCOM,Other,0.0
RECLTD,Other,0.0
REDINGTON,Other,0.0
REDTAPE,Other,0.0
REFEX,Other,0.0
REGAAL,Other,0.0
REGENCERAM,Other,0.0
RELAXO,Other,0.0
RELCHEMQ,Other,0.0
RELIABLE,Other,0.0
RELIANCE,Other,0.0
RELIGARE,Other,0.0
RELINFRA,Other,0.0
RELTD,Other,0.0
REMSONSIND,Other,0.0
RENUKA,Other,0.0
REPCOHOME,Other,0.0
REPL,Other,0.0
REPRO,Other,0.0
RESPONIND,Other,0.0
RETAIL,Other,0.0
RGL,Other,0.0
RHETAN,Other,0.0
RHIM,Other,0.0
RHL,Other,0.0
RICOAUTO,Other,0.0
RIIL,Other,0.0
RISHABH,Other,0.0
RITCO,Other,0.0
RITES,Other,0.0
RKDL,Other,0.0
RKEC,Other,0.0
RKFORGE,Other,0.0
RKSWAMY,Other,0.0
RMC,Other,0.0
RMDRIP,Other,0.0
RML,Other,0.0
RNBDENIMS,Other,0.0
ROHLTD,Other,0.0
ROLEXRINGS,Other,0.0
ROLLT,Other,0.0
ROML,Other,0.0
ROSSARI,Other,0.0
ROSSELLIND,Other,0.0
ROSSTECH,Other,0.0
ROTO,Other,0.0
ROUTE,Other,0.0
RPEL,Other,0.0
RPGLIFE,Other,0.0
RPOWER,Other,0.0
RPPINFRA,Other,0.0
RPPL,Other,0.0
RPSGVENT,Other,0.0
RPTECH,Other,0.0
RRKABEL,Other,0.0
RSL,Other,0.0
RSSOFTWARE,Other,0.0
RSWM,Other,0.0
RSYSTEMS,Other,0.0
RTNINDIA,Other,0.0
RTNPOWER,Other,0.0
RUBFILA,Other,0.0
RUBICON,Other,0.0
RUBYMILLS,Other,0.0
RUCHINFRA,Other,0.0
RUCHIRA,Other,0.0
RUDRA,Other,0.0
RUPA,Other,0.0
RUSHIL,Other,0.0
RUSTOMJEE,Other,0.0
RVHL,Other,0.0
RVNL,Other,0.0
RVTH,Other,0.0
S&SPOWER,Other,0.0
SAATVIKGL,Other,0.0
SABEVENTS,Other,0.0
SADBHAV,Other,0.0
SADBHIN,Other,0.0
SADHNANIQ,Other,0.0
SAFARI,Other,0.0
SAGARDEEP,Other,0.0
SAGCEM,Other,0.0
SAGILITY,Other,0.0
SAHYADRI,Other,0.0
SAIL,Other,0.0
SAILIFE,Other,0.0
SAIPARENT,Other,0.0
SAKAR,Other,0.0
SAKHTISUG,Other,0.0
SAKSOFT,Other,0.0
SAKUMA,Other,0.0
SALASAR,Other,0.0
SALONA,Other,0.0
SALSTEEL,Other,0.0
SALZERELEC,Other,0.0
SAMBHAAV,Other,0.0
SAMBHV,Other,0.0
SAMHI,Other,0.0
SAMMAANCAP,Other,0.0
SAMPANN,Other,0.0
SANATHAN,Other,0.0
SANCO,Other,0.0
SANDESH,Other,0.0
SANDHAR,Other,0.0
SANDUMA,Other,0.0
SANGAMIND,Other,0.0
SANGHIIND,Other,0.0
SANGHVIMOV,Other,0.0
SANGINITA,Other,0.0
SANOFI,Other,0.0
SANOFICONR,Other,0.0
SANSERA,Other,0.0
SANSTAR,Other,0.0
SAPPHIRE,Other,0.0
SARDAEN,Other,0.0
SAREGAMA,Other,0.0
SARLAPOLY,Other,0.0
SARVESHWAR,Other,0.0
SASKEN,Other,0.0
SASTASUNDR,Other,0.0
SATIA,Other,0.0
SATIN,Other,0.0
SAURASHCEM,Other,0.0
SBC,Other,0.0
SBCL,Other,0.0
SBFC,Other,0.0
SBGLP,Other,0.0
SBICARD,Other,0.0
SBILIFE,Other,0.0
SBIN,Other,0.0
SCHAEFFLER,Other,0.0
SCHAND,Other,0.0
SCHNEIDER,Other,0.0
SCI,Other,0.0
SCILAL,Other,0.0
SCODATUBES,Other,0.0
SCPL,Other,0.0
SDBL,Other,0.0
SEAMECLTD,Other,0.0
SECMARK,Other,0.0
SECURKLOUD,Other,0.0
SEDEMAC,Other,0.0
SEJALLTD,Other,0.0
SELMC,Other,0.0
SEMAC,Other,0.0
SENCO,Other,0.0
SENORES,Other,0.0
SEPC,Other,0.0
SERVOTECH,Other,0.0
SESHAPAPER,Other,0.0
SETCO,Other,0.0
SETL,Other,0.0
SETUINFRA,Other,0.0
SEYAIND,Other,0.0
SFL,Other,0.0
SGFIN,Other,0.0
SGIL,Other,0.0
SGL,Other,0.0
SGMART,Other,0.0
SHADOWFAX,Other,0.0
SHAH,Other,0.0
SHAHALLOYS,Other,0.0
SHAILY,Other,0.0
SHAKTIPUMP,Other,0.0
SHALBY,Other,0.0
SHALPAINTS,Other,0.0
SHANKARA,Other,0.0
SHANTI,Other,0.0
SHANTIGEAR,Other,0.0
SHANTIGOLD,Other,0.0
SHARDACROP,Other,0.0
SHARDAMOTR,Other,0.0
SHAREINDIA,Other,0.0
SHEKHAWATI,Other,0.0
SHEMAROO,Other,0.0
SHILCTECH,Other,0.0
SHILPAMED,Other,0.0
SHIVALIK,Other,0.0
SHIVAMAUTO,Other,0.0
SHIVAMILLS,Other,0.0
SHIVATEX,Other,0.0
SHIVAUM,Other,0.0
SHK,Other,0.0
SHOPERSTOP,Other,0.0
SHRADHA,Other,0.0
SHREDIGCEM,Other,0.0
SHREECEM,Other,0.0
SHREEJISPG,Other,0.0
SHREEPUSHK,Other,0.0
SHREERAMA,Other,0.0
SHRENIK,Other,0.0
SHREYANIND,Other,0.0
SHRINGARMS,Other,0.0
SHRIPISTON,Other,0.0
SHRIRAMFIN,Other,0.0
SHRIRAMPPS,Other,0.0
SHYAMCENT,Other,0.0
SHYAMMETL,Other,0.0
SHYAMTEL,Other,0.0
SICALLOG,Other,0.0
SIEMENS,Other,0.0
SIGACHI,Other,0.0
SIGIND,Other,0.0
SIGMA,Other,0.0
SIGMAADV,Other,0.0
SIGNATURE,Other,0.0
SIGNPOST,Other,0.0
SIKKO,Other,0.0
SIL,Other,0.0
SILGO,Other,0.0
SILINV,Other,0.0
SILLYMONKS,Other,0.0
SILVERTUC,Other,0.0
SIMBHALS,Other,0.0
SIMPLEXINF,Other,0.0
SINCLAIR,Other,0.0
SINDHUTRAD,Other,0.0
SINGERIND,Other,0.0
SINTERCOM,Other,0.0
SIRCA,Other,0.0
SIS,Other,0.0
SITINET,Other,0.0
SIYSIL,Other,0.0
SJS,Other,0.0
SJVN,Other,0.0
SKFINDIA,Other,0.0
SKFINDUS,Other,0.0
SKIPPER,Other,0.0
SKMEGGPROD,Other,0.0
SKYGOLD,Other,0.0
SMARTLINK,Other,0.0
SMARTWORKS,Other,0.0
SMCGLOBAL,Other,0.0
SMLMAH,Other,0.0
SMLT,Other,0.0
SMSPHARMA,Other,0.0
SNOWMAN,Other,0.0
SOBHA,Other,0.0
SOFTTECH,Other,0.0
SOLARA,Other,0.0
SOLARINDS,Other,0.0
SOLARWORLD,Other,0.0
SOLEX,Other,0.0
SOMANYCERA,Other,0.0
SOMATEX,Other,0.0
SOMICONVEY,Other,0.0
SONACOMS,Other,0.0
SONAMLTD,Other,0.0
SONATSOFTW,Other,0.0
SOTL,Other,0.0
SOUTHBANK,Other,0.0
SOUTHWEST,Other,0.0
SPAL,Other,0.0
SPANDANA,Other,0.0
SPARC,Other,0.0
SPCENET,Other,0.0
SPECIALITY,Other,0.0
SPECTRUM,Other,0.0
SPENCERS,Other,0.0
SPIC,Other,0.0
SPLIL,Other,0.0
SPLPETRO,Other,0.0
SPMLINFRA,Other,0.0
SPORTKING,Other,0.0
SRD,Other,0.0
SREEL,Other,0.0
SRF,Other,0.0
SRGHFL,Other,0.0
SRHHYPOLTD,Other,0.0
SRM,Other,0.0
SRTL,Other,0.0
SSDL,Other,0.0
SSWL,Other,0.0
STALLION,Other,0.0
STANLEY,Other,0.0
STAR,Other,0.0
STARCEMENT,Other,0.0
STARHEALTH,Other,0.0
STARPAPER,Other,0.0
STARTECK,Other,0.0
STCINDIA,Other,0.0
STEELCAS,Other,0.0
STEELCITY,Other,0.0
STEELXIND,Other,0.0
STEL,Other,0.0
STERTOOLS,Other,0.0
STLNETWORK,Other,0.0
STLTECH,Other,0.0
STOVEKRAFT,Other,0.0
STUDDS,Other,0.0
STYL,Other,0.0
STYLAMIND,Other,0.0
STYLEBAAZA,Other,0.0
STYRENIX,Other,0.0
SUBEXLTD,Other,0.0
SUBROS,Other,0.0
SUDARCOLOR,Other,0.0
SUDARSCHEM,Other,0.0
SUDEEPPHRM,Other,0.0
SUKHJITS,Other,0.0
SULA,Other,0.0
SUMEETINDS,Other,0.0
SUMICHEM,Other,0.0
SUMIT,Other,0.0
SUMMITSEC,Other,0.0
SUNCLAY,Other,0.0
SUNDARAM,Other,0.0
SUNDARMFIN,Other,0.0
SUNDRMBRAK,Other,0.0
SUNDRMFAST,Other,0.0
SUNDROP,Other,0.0
SUNFLAG,Other,0.0
SUNPHARMA,Other,0.0
SUNTECK,Other,0.0
SUNTV,Other,0.0
SUPERHOUSE,Other,0.0
SUPERSPIN,Other,0.0
SUPRAJIT,Other,0.0
SUPREME,Other,0.0
SUPREMEENG,Other,0.0
SUPREMEIND,Other,0.0
SUPREMEINF,Other,0.0
SUPRIYA,Other,0.0
SURAJEST,Other,0.0
SURAJLTD,Other,0.0
SURAKSHA,Other,0.0
SURANASOL,Other,0.0
SURANAT&P,Other,0.0
SURYALAXMI,Other,0.0
SURYAROSNI,Other,0.0
SURYODAY,Other,0.0
SUTLEJTEX,Other,0.0
SUVEN,Other,0.0
SUVIDHAA,Other,0.0
SUYOG,Other,0.0
SUZLON,Other,0.0
SVLL,Other,0.0
SVPGLOB,Other,0.0
SWANCORP,Other,0.0
SWANDEF,Other,0.0
SWARAJENG,Other,0.0
SWELECTES,Other,0.0
SWIGGY,Other,0.0
SWSOLAR,Other,0.0
SYMPHONY,Other,0.0
SYNCOMF,Other,0.0
SYNGENE,Other,0.0
SYRMA,Other,0.0
SYSTMTXC,Other,0.0
TAINWALCHM,Other,0.0
TAJGVK,Other,0.0
TAKE,Other,0.0
TALBROAUTO,Other,0.0
TANLA,Other,0.0
TARACHAND,Other,0.0
TARAPUR,Other,0.0
TARC,Other,0.0
TARIL,Other,0.0
TARMAT,Other,0.0
TARSONS,Other,0.0
TASTYBITE,Other,0.0
TATACAP,Other,0.0
TATACHEM,Other,0.0
TATACOMM,Other,0.0
TATACONSUM,Other,0.0
TATAELXSI,Other,0.0
TATAINVEST,Other,0.0
TATAPOWER,Other,0.0
TATASTEEL,Other,0.0
TATATECH,Other,0.0
TATVA,Other,0.0
TBOTEK,Other,0.0
TBZ,Other,0.0
TCC,Other,0.0
TCI,Other,0.0
TCIEXP,Other,0.0
TCIFINANCE,Other,0.0
TCPLPACK,Other,0.0
TCS,Other,0.0
TDPOWERSYS,Other,0.0
TEAMGTY,Other,0.0
TEAMLEASE,Other,0.0
TECHM,Other,0.0
TECHNOE,Other,0.0
TECILCHEM,Other,0.0
TEGA,Other,0.0
TEJASNET,Other,0.0
TEMBO,Other,0.0
TENNIND,Other,0.0
TERASOFT,Other,0.0
TEXINFRA,Other,0.0
TEXMOPIPES,Other,0.0
TEXRAIL,Other,0.0
TFCILTD,Other,0.0
TFL,Other,0.0
TGBHOTELS,Other,0.0
THANGAMAYL,Other,0.0
THEINVEST,Other,0.0
THEJO,Other,0.0
THELEELA,Other,0.0
THEMISMED,Other,0.0
THERMAX,Other,0.0
THOMASCOOK,Other,0.0
THOMASCOTT,Other,0.0
THYROCARE,Other,0.0
TI,Other,0.0
TICL,Other,0.0
TIGERLOGS,Other,0.0
TIIL,Other,0.0
TIINDIA,Other,0.0
TIJARIA,Other,0.0
TIL,Other,0.0
TIMETECHNO,Other,0.0
TIMKEN,Other,0.0
TINNARUBR,Other,0.0
TIPSFILMS,Other,0.0
TIPSMUSIC,Other,0.0
TIRUMALCHM,Other,0.0
TIRUPATIFL,Other,0.0
TITAGARH,Other,0.0
TITAN,Other,0.0
TMB,Other,0.0
TMCV,Other,0.0
TMPV,Other,0.0
TNPETRO,Other,0.0
TNPL,Other,0.0
TNTELE,Other,0.0
TOKYOPLAST,Other,0.0
TOLINS,Other,0.0
TORNTPHARM,Other,0.0
TORNTPOWER,Other,0.0
TOTAL,Other,0.0
TOUCHWOOD,Other,0.0
TPHQ,Other,0.0
TPLPLASTEH,Other,0.0
TRACXN,Other,0.0
TRANSRAILL,Other,0.0
TRANSWORLD,Other,0.0
TRAVELFOOD,Other,0.0
TREEHOUSE,Other,0.0
TREJHARA,Other,0.0
TREL,Other,0.0
TRENT,Other,0.0
TRF,Other,0.0
TRIDENT,Other,0.0
TRIGYN,Other,0.0
TRITURBINE,Other,0.0
TRIVENI,Other,0.0
TRU,Other,0.0
TRUALT,Other,0.0
TSFINV,Other,0.0
TTKHLTCARE,Other,0.0
TTKPRESTIG,Other,0.0
TTL,Other,0.0
TTML,Other,0.0
TVSELECT,Other,0.0
TVSHLTD,Other,0.0
TVSMOTOR,Other,0.0
TVSSCS,Other,0.0
TVSSRICHAK,Other,0.0
TVTODAY,Other,0.0
TVVISION,Other,0.0
UBL,Other,0.0
UCAL,Other,0.0
UCOBANK,Other,0.0
UDS,Other,0.0
UEL,Other,0.0
UFBL,Other,0.0
UFLEX,Other,0.0
UFO,Other,0.0
UGARSUGAR,Other,0.0
UGROCAP,Other,0.0
UJJIVANSFB,Other,0.0
ULTRACEMCO,Other,0.0
UMAEXPORTS,Other,0.0
UMESLTD,Other,0.0
UMIYA-MRO,Other,0.0
UNICHEMLAB,Other,0.0
UNIDT,Other,0.0
UNIECOM,Other,0.0
UNIENTER,Other,0.0
UNIINFO,Other,0.0
UNIMECH,Other,0.0
UNIONBANK,Other,0.0
UNIPARTS,Other,0.0
UNITDSPR,Other,0.0
UNITECH,Other,0.0
UNITEDPOLY,Other,0.0
UNITEDTEA,Other,0.0
UNIVASTU,Other,0.0
UNIVCABLES,Other,0.0
UNIVPHOTO,Other,0.0
UNOMINDA,Other,0.0
UPL,Other,0.0
URAVIDEF,Other,0.0
URBANCO,Other,0.0
URJA,Other,0.0
USHAMART,Other,0.0
USK,Other,0.0
UTIAMC,Other,0.0
UTKARSHBNK,Other,0.0
UTLSOLAR,Other,0.0
UTTAMSUGAR,Other,0.0
UYFINCORP,Other,0.0
V2RETAIL,Other,0.0
VADILALIND,Other,0.0
VAIBHAVGBL,Other,0.0
VAISHALI,Other,0.0
VAKRANGEE,Other,0.0
VALIANTLAB,Other,0.0
VALIANTORG,Other,0.0
VARDHACRLC,Other,0.0
VARDMNPOLY,Other,0.0
VARROC,Other,0.0
VASCONEQ,Other,0.0
VASWANI,Other,0.0
VBL,Other,0.0
VCL,Other,0.0
VEDL,Other,0.0
VEEDOL,Other,0.0
VENKEYS,Other,0.0
VENTIVE,Other,0.0
VENUSPIPES,Other,0.0
VENUSREM,Other,0.0
VERANDA,Other,0.0
VERTOZ,Other,0.0
VESUVIUS,Other,0.0
VETO,Other,0.0
VGL,Other,0.0
VGUARD,Other,0.0
VHL,Other,0.0
VHLTD,Other,0.0
VIDHIING,Other,0.0
VIDYAWIRES,Other,0.0
VIJAYA,Other,0.0
VIJIFIN,Other,0.0
VIKASECO,Other,0.0
VIKASLIFE,Other,0.0
VIKRAMSOLR,Other,0.0
VIKRAN,Other,0.0
VIMTALABS,Other,0.0
VINATIORGA,Other,0.0
VINCOFE,Other,0.0
VINDHYATEL,Other,0.0
VINEETLAB,Other,0.0
VINNY,Other,0.0
VINYLINDIA,Other,0.0
VIPCLOTHNG,Other,0.0
VIPIND,Other,0.0
VIPULLTD,Other,0.0
VIRINCHI,Other,0.0
VISAKAIND,Other,0.0
VISASTEEL,Other,0.0
VISHNU,Other,0.0
VISHWARAJ,Other,0.0
VITAL,Other,0.0
VIVIDHA,Other,0.0
VIVIMEDLAB,Other,0.0
VIYASH,Other,0.0
VLEGOV,Other,0.0
VLSFINANCE,Other,0.0
VMART,Other,0.0
VMM,Other,0.0
VMSTMT,Other,0.0
VOLTAMP,Other,0.0
VOLTAS,Other,0.0
VPRPL,Other,0.0
VRAJ,Other,0.0
VRLLOG,Other,0.0
VSSL,Other,0.0
VSTIND,Other,0.0
VSTL,Other,0.0
VSTTILLERS,Other,0.0
VTL,Other,0.0
WAAREEENER,Other,0.0
WAAREEINDO,Other,0.0
WAAREERTL,Other,0.0
WABAG,Other,0.0
WAKEFIT,Other,0.0
WALCHANNAG,Other,0.0
WANBURY,Other,0.0
WCIL,Other,0.0
WEALTH,Other,0.0
WEBELSOLAR,Other,0.0
WEIZMANIND,Other,0.0
WEL,Other,0.0
WELCORP,Other,0.0
WELENT,Other,0.0
WELINV,Other,0.0
WELSPUNLIV,Other,0.0
WENDT,Other,0.0
WESTLIFE,Other,0.0
WEWIN,Other,0.0
WEWORK,Other,0.0
WHEELS,Other,0.0
WHIRLPOOL,Other,0.0
WILLAMAGOR,Other,0.0
WINDLAS,Other,0.0
WINDMACHIN,Other,0.0
WINSOME,Other,0.0
WIPL,Other,0.0
WIPRO,Other,0.0
WOCKPHARMA,Other,0.0
WONDERLA,Other,0.0
WORTHPERI,Other,0.0
WSI,Other,0.0
WSTCSTPAPR,Other,0.0
XCHANGING,Other,0.0
XELPMOC,Other,0.0
XPROINDIA,Other,0.0
XTGLOBAL,Other,0.0
YASHO,Other,0.0
YATHARTH,Other,0.0
YATRA,Other,0.0
YESBANK,Other,0.0
YUKEN,Other,0.0
ZAGGLE,Other,0.0
ZEEL,Other,0.0
ZEELEARN,Other,0.0
ZEEMEDIA,Other,0.0
ZENITHEXPO,Other,0.0
ZENITHSTL,Other,0.0
ZENSARTECH,Other,0.0
ZENTEC,Other,0.0
ZFCVINDIA,Other,0.0
ZIMLAB,Other,0.0
ZODIAC,Other,0.0
ZODIACLOTH,Other,0.0
ZOTA,Other,0.0
ZUARI,Other,0.0
ZUARIIND,Other,0.0
ZYDUSLIFE,Other,0.0
ZYDUSWELL,Other,0.0
