SYMBOL,PRICE,TARGET,SCORE,RSI,DEBT_EQUITY,SECTOR,VOL_SURGE
SBICARD,668.9,769.24,4,43.43,0.0,General,0.61
SBILIFE,1904.0,2189.6,8,50.81,0.0,General,1.12
SBIN,1040.95,1197.09,6,44.92,0.0,General,1.36
SCHAEFFLER,3846.1,4423.02,4,46.55,0.0,General,2.47
SCHAND,153.95,177.04,8,56.7,0.0,General,0.17
SCHNEIDER,966.8,1111.82,6,65.02,0.0,General,1.09
SCI,238.87,274.7,10,51.78,0.0,General,1.3
SCILAL,42.38,48.74,8,52.89,0.0,General,0.5
SCODATUBES,140.55,161.63,8,57.67,0.0,General,0.68
SCPL,320.85,368.98,10,52.76,0.0,General,0.47
SDBL,75.8,87.17,8,51.92,0.0,General,0.76
SEAMECLTD,1511.2,1737.88,10,64.85,0.0,General,0.42
SECMARK,110.4,126.96,8,51.82,0.0,General,0.46
SECURKLOUD,25.81,29.68,6,66.88,0.0,General,1.96
SEJALLTD,561.7,645.96,8,59.66,0.0,General,2.23
SELMC,32.44,37.31,8,64.21,0.0,General,1.41
SEMAC,271.98,312.78,8,59.56,0.0,General,0.6
SENCO,324.0,372.6,8,57.64,0.0,General,0.42
SENORES,805.35,926.15,10,59.18,0.0,General,3.07
SEPC,7.55,8.68,6,63.13,0.0,General,2.1
SERVOTECH,75.99,87.39,6,57.66,0.0,General,1.03
SESHAPAPER,262.86,302.29,10,54.14,0.0,General,0.31
SETCO,22.83,26.25,8,72.26,0.0,General,1.2
SETUINFRA,0.45,0.52,4,65.97,0.0,General,0.51
SEYAIND,11.0,12.65,8,49.39,0.0,General,0.0
SFL,516.6,594.09,8,49.8,0.0,General,0.46
SGIL,500.7,575.81,8,51.68,0.0,General,0.12
SGL,12.29,14.13,8,58.61,0.0,General,0.61
SHAH,4.98,5.73,10,59.1,0.0,General,0.65
SHAHALLOYS,65.86,75.74,6,60.67,0.0,General,0.09
SHAILY,1995.0,2294.25,2,44.02,0.0,General,0.71
SHAKTIPUMP,514.75,591.96,8,50.38,0.0,General,0.66
SHALBY,150.85,173.48,8,54.75,0.0,General,0.51
SHALPAINTS,49.25,56.64,8,53.11,0.0,General,0.32
SHANKARA,122.01,140.31,6,66.67,0.0,General,0.61
SHANTI,7.39,8.5,6,65.77,0.0,General,0.81
SHANTIGEAR,462.15,531.47,8,60.79,0.0,General,0.27
SHARDACROP,1033.7,1188.75,10,55.02,0.0,General,0.66
SHARDAMOTR,822.75,946.16,8,53.14,0.0,General,0.91
SHAREINDIA,141.63,162.87,6,60.81,0.0,General,0.91
SHEKHAWATI,12.03,13.83,8,53.28,0.0,General,0.21
SHEMAROO,98.82,113.64,8,55.3,0.0,General,0.71
SHILPAMED,419.0,481.85,6,79.02,0.0,General,0.69
SHIVALIK,259.02,297.87,8,50.74,0.0,General,0.52
SHIVAMAUTO,18.23,20.96,8,56.08,0.0,General,1.25
SHIVAMILLS,51.29,58.98,8,49.73,0.0,General,0.3
SHIVATEX,146.0,167.9,8,52.75,0.0,General,0.08
SHIVAUM,340.8,391.92,10,58.99,0.0,General,0.02
SHK,136.77,157.29,6,54.8,0.0,General,1.07
SHOPERSTOP,300.0,345.0,8,45.9,0.0,General,1.15
SHRADHA,35.39,40.7,8,56.56,0.0,General,0.55
SHREDIGCEM,70.48,81.05,8,62.42,0.0,General,0.44
SHREECEM,23990.0,27588.5,8,48.59,0.0,General,2.51
SHREEPUSHK,351.55,404.28,6,62.77,0.0,General,0.55
SHREERAMA,50.61,58.2,8,51.71,0.0,General,0.64
SHRENIK,0.4,0.46,8,50.27,0.0,General,0.54
SHREYANIND,154.01,177.11,8,55.68,0.0,General,0.23
SHRIPISTON,3223.7,3707.25,8,59.92,0.0,General,0.83
SHRIRAMFIN,996.3,1145.74,10,53.17,0.0,General,0.71
SHRIRAMPPS,76.51,87.99,6,59.45,0.0,General,1.21
SHYAMCENT,4.6,5.29,8,51.88,0.0,General,1.13
SHYAMMETL,830.7,955.31,6,57.51,0.0,General,0.34
SHYAMTEL,9.2,10.58,8,49.44,0.0,General,0.47
SICALLOG,64.79,74.51,6,42.77,0.0,General,0.45
SIEMENS,3222.5,3705.87,10,55.65,0.0,General,0.75
SIGACHI,20.83,23.95,8,56.16,0.0,General,0.96
SIGIND,48.26,55.5,8,57.59,0.0,General,1.06
SIGMA,44.08,50.69,6,58.89,0.0,General,2.27
SIGNATURE,820.8,943.92,8,50.44,0.0,General,0.89
SIGNPOST,245.01,281.76,10,58.09,0.0,General,0.73
SIKKO,4.98,5.73,10,60.91,0.0,General,1.76
SIL,14.33,16.48,8,54.9,0.0,General,0.3
SILGO,77.2,88.78,8,60.86,0.0,General,2.36
SILINV,416.8,479.32,8,51.92,0.0,General,0.8
SILLYMONKS,16.66,19.16,8,52.06,0.0,General,0.8
SILVERTUC,127.72,146.88,8,50.56,0.0,General,0.88
SIMBHALS,8.43,9.69,8,60.96,0.0,General,0.46
SIMPLEXINF,180.69,207.79,8,52.53,0.0,General,0.34
SINCLAIR,78.25,89.99,8,59.22,0.0,General,0.55
SINDHUTRAD,22.41,25.77,4,46.49,0.0,General,0.22
SINTERCOM,80.15,92.17,8,54.19,0.0,General,0.3
SIRCA,423.55,487.08,8,48.5,0.0,General,2.55
SIS,301.35,346.55,6,57.69,0.0,General,0.54
SITINET,0.33,0.38,8,52.84,0.0,General,0.08
SIYSIL,525.35,604.15,8,56.06,0.0,General,0.77
SJS,1734.7,1994.9,8,57.89,0.0,General,0.91
SJVN,70.68,81.28,8,53.35,0.0,General,0.89
SKFINDIA,1585.6,1823.44,8,50.43,0.0,General,0.4
SKIPPER,378.15,434.87,6,59.55,0.0,General,0.44
SKMEGGPROD,173.52,199.55,6,57.33,0.0,General,1.26
SKYGOLD,379.7,436.66,8,63.59,0.0,General,0.84
SMARTLINK,123.79,142.36,8,57.37,0.0,General,1.4
SMCGLOBAL,62.19,71.52,4,43.09,0.0,General,0.27
SMLT,69.5,79.92,8,54.2,0.0,General,0.4
SMSPHARMA,415.0,477.25,10,60.85,0.0,General,1.14
SNOWMAN,36.68,42.18,8,52.82,0.0,General,0.88
SOBHA,1300.6,1495.69,8,51.63,0.0,General,0.82
SOFTTECH,302.95,348.39,6,62.9,0.0,General,1.55
SOLARA,481.35,553.55,8,57.53,0.0,General,0.42
SOLARINDS,13928.0,16017.2,8,57.22,0.0,General,0.93
SOLEX,1188.35,1366.6,4,68.62,0.0,General,2.9
SOMANYCERA,416.25,478.69,6,60.82,0.0,General,0.89
SOMATEX,94.48,108.65,4,42.28,0.0,General,1.05
SOMICONVEY,107.61,123.75,6,57.74,0.0,General,1.23
SONACOMS,523.05,601.51,10,55.34,0.0,General,0.84
SONAMLTD,54.1,62.21,6,57.19,0.0,General,0.25
SONATSOFTW,244.43,281.09,8,50.18,0.0,General,0.73
SOTL,335.45,385.77,8,50.67,0.0,General,0.42
SOUTHBANK,38.16,43.88,10,52.04,0.0,General,0.98
SOUTHWEST,229.76,264.22,10,64.38,0.0,General,2.44
SPAL,782.9,900.34,6,66.12,0.0,General,1.18
SPANDANA,212.05,243.86,8,47.81,0.0,General,0.39
SPARC,146.17,168.1,6,66.1,0.0,General,3.91
SPCENET,3.77,4.34,8,46.35,0.0,General,0.75
SPECIALITY,100.18,115.21,8,53.36,0.0,General,0.35
SPECTRUM,1222.1,1405.41,2,35.55,0.0,General,2.67
SPENCERS,31.78,36.55,8,54.9,0.0,General,0.42
SPIC,66.51,76.49,8,56.51,0.0,General,1.07
SPLIL,28.44,32.71,8,58.44,0.0,General,0.91
SPLPETRO,739.75,850.71,10,60.51,0.0,General,0.14
SPMLINFRA,186.36,214.31,8,59.67,0.0,General,0.59
SPORTKING,138.99,159.84,6,70.25,0.0,General,1.95
SRD,44.43,51.09,6,45.47,0.0,General,0.67
SREEL,185.55,213.38,8,46.87,0.0,General,0.57
SRF,2399.8,2759.77,4,42.35,0.0,General,0.96
SRGHFL,264.88,304.61,8,56.99,0.0,General,0.09
SRHHYPOLTD,443.25,509.74,8,52.29,0.0,General,0.51
SRM,436.0,501.4,6,60.36,0.0,General,0.67
SSDL,60.71,69.82,8,54.46,0.0,General,0.36
SSWL,203.24,233.73,6,58.19,0.0,General,1.22
STALLION,131.23,150.91,6,56.93,0.0,General,0.88
STANLEY,128.03,147.23,4,34.8,0.0,General,1.23
STAR,996.25,1145.69,8,68.23,0.0,General,0.91
STARCEMENT,212.03,243.83,8,53.47,0.0,General,0.27
STARHEALTH,464.55,534.23,10,52.84,0.0,General,1.03
STARPAPER,136.79,157.31,8,54.74,0.0,General,0.39
STARTECK,255.83,294.2,8,53.16,0.0,General,1.08
STCINDIA,111.97,128.77,8,55.23,0.0,General,0.29
STEELCAS,272.98,313.93,6,73.6,0.0,General,1.74
STEELCITY,82.17,94.5,8,55.23,0.0,General,1.7
STEELXIND,8.8,10.12,6,64.65,0.0,General,0.88
STEL,475.65,547.0,10,54.23,0.0,General,1.22
STERTOOLS,242.44,278.81,4,68.92,0.0,General,0.58
STLTECH,220.56,253.64,6,68.05,0.0,General,1.75
STOVEKRAFT,563.7,648.26,4,65.61,0.0,General,0.6
STYLAMIND,2224.4,2558.06,10,58.13,0.0,General,0.36
STYLEBAAZA,287.0,330.05,8,51.21,0.0,General,0.89
STYRENIX,1953.1,2246.06,8,54.13,0.0,General,0.62
SUBEXLTD,8.67,9.97,8,54.02,0.0,General,0.62
SUBROS,721.8,830.07,8,53.53,0.0,General,0.42
SUDARSCHEM,800.9,921.04,8,48.27,0.0,General,0.77
SUKHJITS,175.9,202.28,10,56.41,0.0,General,1.18
SULA,158.49,182.26,8,48.74,0.0,General,0.82
SUMEETINDS,29.76,34.22,8,55.3,0.0,General,0.55
SUMICHEM,415.15,477.42,6,61.47,0.0,General,0.98
SUMIT,48.13,55.35,8,56.11,0.0,General,0.13
SUMMITSEC,1621.0,1864.15,8,55.57,0.0,General,0.46
SUNCLAY,1296.4,1490.86,8,51.16,0.0,General,0.41
SUNDARAM,1.41,1.62,6,57.13,0.0,General,0.75
SUNDARMFIN,4895.2,5629.48,10,49.76,0.0,General,1.13
SUNDRMBRAK,628.85,723.18,6,63.6,0.0,General,4.3
SUNDRMFAST,780.85,897.98,4,40.74,0.0,General,0.3
SUNDROP,645.8,742.67,8,58.55,0.0,General,0.5
SUNFLAG,238.86,274.69,8,57.81,0.0,General,0.56
SUNPHARMA,1717.1,1974.66,4,43.68,0.0,General,1.11
SUNTECK,314.3,361.44,8,45.07,0.0,General,0.6
SUNTV,590.7,679.31,8,50.7,0.0,General,0.32
SUPERHOUSE,149.63,172.07,8,56.26,0.0,General,1.22
SUPERSPIN,4.67,5.37,6,44.07,0.0,General,2.13
SUPRAJIT,431.75,496.51,6,57.45,0.0,General,1.21
SUPREME,55.18,63.46,8,53.63,0.0,General,0.29
SUPREMEENG,1.02,1.17,6,48.41,0.0,General,0.73
SUPREMEIND,3771.9,4337.68,4,48.15,0.0,General,0.86
SUPREMEINF,73.06,84.02,8,56.0,0.0,General,0.13
SUPRIYA,628.55,722.83,8,54.42,0.0,General,0.43
SURAJEST,209.17,240.55,8,55.43,0.0,General,0.65
SURAJLTD,244.56,281.24,8,53.77,0.0,General,0.62
SURAKSHA,263.44,302.96,8,54.33,0.0,General,0.79
SURANASOL,22.67,26.07,8,52.74,0.0,General,2.2
SURANAT&P,18.39,21.15,8,58.16,0.0,General,0.72
SURYALAXMI,54.38,62.54,8,53.64,0.0,General,0.27
SURYAROSNI,220.32,253.37,8,54.15,0.0,General,0.75
SURYODAY,135.27,155.56,8,56.51,0.0,General,0.26
SUTLEJTEX,29.87,34.35,8,54.32,0.0,General,0.24
SUVEN,177.98,204.68,4,74.11,0.0,General,1.14
SUVIDHAA,3.15,3.62,6,62.5,0.0,General,1.68
SUYOG,803.45,923.97,6,69.62,0.0,General,2.51
SUZLON,44.23,50.86,6,58.02,0.0,General,1.09
SVLL,580.3,667.34,8,58.53,0.0,General,0.07
SVPGLOB,2.54,2.92,6,44.2,0.0,General,1.46
SWANCORP,323.75,372.31,4,43.52,0.0,General,0.53
SWARAJENG,3804.4,4375.06,6,63.92,0.0,General,1.16
SWELECTES,547.15,629.22,8,54.63,0.0,General,0.89
SWIGGY,271.9,312.68,4,41.1,0.0,General,0.65
SWSOLAR,175.3,201.6,8,50.87,0.0,General,0.65
SYMPHONY,740.85,851.98,4,44.37,0.0,General,0.64
SYNCOMF,12.99,14.94,8,59.7,0.0,General,0.87
SYNGENE,393.1,452.07,4,40.76,0.0,General,0.53
SYRMA,847.4,974.51,10,60.46,0.0,General,0.6
TAINWALCHM,183.96,211.55,8,50.89,0.0,General,0.84
TAJGVK,331.35,381.05,8,54.15,0.0,General,0.52
TAKE,44.59,51.28,8,64.98,0.0,General,2.1
TALBROAUTO,258.44,297.21,8,57.91,0.0,General,0.6
TANLA,473.75,544.81,6,61.88,0.0,General,1.85
TARACHAND,61.56,70.79,8,56.56,0.0,General,0.51
TARAPUR,24.42,28.08,4,46.48,0.0,General,0.69
TARC,124.89,143.62,8,46.87,0.0,General,0.59
TARIL,277.15,318.72,6,49.46,0.0,General,1.2
TARMAT,55.07,63.33,10,50.48,0.0,General,0.23
TARSONS,190.38,218.94,8,51.63,0.0,General,0.41
TASTYBITE,6959.0,8002.85,8,49.71,0.0,General,0.44
TATACHEM,649.55,746.98,8,49.01,0.0,General,1.72
TATACOMM,1471.0,1691.65,8,51.14,0.0,General,1.44
TATACONSUM,1078.0,1239.7,8,50.45,0.0,General,1.29
TATAELXSI,4452.0,5119.8,8,53.81,0.0,General,0.6
TATAINVEST,636.85,732.38,8,57.1,0.0,General,3.42
TATAPOWER,394.7,453.91,8,57.0,0.0,General,0.83
TATASTEEL,205.2,235.98,8,58.97,0.0,General,1.04
TATATECH,558.9,642.74,8,51.39,0.0,General,0.58
TATVA,1180.0,1357.0,8,53.56,0.0,General,0.75
TBOTEK,1160.7,1334.8,8,49.14,0.0,General,0.52
TBZ,136.82,157.34,8,52.26,0.0,General,1.07
TCI,1007.65,1158.8,8,54.15,0.0,General,0.23
TCIEXP,537.3,617.89,6,62.44,0.0,General,2.1
TCIFINANCE,14.54,16.72,8,51.6,0.0,General,0.93
TCPLPACK,2482.3,2854.65,8,50.91,0.0,General,0.33
TCS,2589.0,2977.35,6,58.02,0.0,General,1.39
TDPOWERSYS,877.5,1009.12,10,56.53,0.0,General,0.97
TEAMGTY,260.0,299.0,10,50.82,0.0,General,3.3
TEAMLEASE,1189.1,1367.46,8,48.51,0.0,General,1.33
TECHM,1461.6,1680.84,8,57.55,0.0,General,0.75
TECHNOE,1074.0,1235.1,8,50.43,0.0,General,1.23
TECILCHEM,11.98,13.78,4,43.47,0.0,General,3.54
TEGA,1712.6,1969.49,8,50.31,0.0,General,0.32
TEJASNET,439.25,505.14,6,55.27,0.0,General,0.47
TEMBO,550.25,632.79,6,62.31,0.0,General,0.85
TERASOFT,338.7,389.51,8,50.18,0.0,General,1.02
TEXINFRA,99.5,114.42,10,63.64,0.0,General,0.33
TEXMOPIPES,42.32,48.67,8,53.92,0.0,General,0.61
TEXRAIL,96.98,111.53,8,52.86,0.0,General,0.78
TFCILTD,67.18,77.26,10,52.64,0.0,General,0.46
TFL,12.39,14.25,8,48.35,0.0,General,0.27
TGBHOTELS,8.69,9.99,8,51.25,0.0,General,0.24
THANGAMAYL,4086.5,4699.47,6,66.37,0.0,General,1.8
THEINVEST,100.59,115.68,8,53.16,0.0,General,0.24
THEJO,1587.5,1825.62,8,49.31,0.0,General,0.56
THELEELA,424.95,488.69,10,53.15,0.0,General,0.29
THEMISMED,82.46,94.83,8,55.3,0.0,General,0.57
THERMAX,3535.1,4065.37,6,67.54,0.0,General,2.84
THOMASCOOK,102.12,117.44,8,54.47,0.0,General,0.61
THOMASCOTT,254.84,293.07,8,45.13,0.0,General,0.47
THYROCARE,392.9,451.83,6,57.54,0.0,General,0.52
TI,422.25,485.59,4,45.32,0.0,General,0.88
TICL,24.36,28.01,6,51.67,0.0,General,1.86
TIIL,2364.7,2719.4,6,63.35,0.0,General,0.57
TIINDIA,2743.3,3154.8,6,60.96,0.0,General,0.7
TIJARIA,4.69,5.39,8,53.93,0.0,General,0.33
TIL,202.81,233.23,8,54.96,0.0,General,1.82
TIMETECHNO,178.48,205.25,8,55.58,0.0,General,0.94
TIMKEN,3453.6,3971.64,10,58.76,0.0,General,0.52
TINNARUBR,647.55,744.68,8,51.97,0.0,General,0.79
TIPSFILMS,323.8,372.37,8,50.24,0.0,General,0.08
TIPSMUSIC,538.1,618.81,8,54.61,0.0,General,0.43
TIRUMALCHM,183.32,210.82,8,52.84,0.0,General,0.39
TIRUPATIFL,43.17,49.65,6,54.15,0.0,General,0.24
TITAGARH,708.6,814.89,6,59.6,0.0,General,0.54
TITAN,4439.8,5105.77,8,63.58,0.0,General,1.11
TMB,641.65,737.9,10,54.52,0.0,General,1.07
TNPETRO,87.67,100.82,8,54.95,0.0,General,0.49
TNPL,134.42,154.58,8,53.05,0.0,General,0.72
TNTELE,10.27,11.81,6,62.76,0.0,General,7.19
TOKYOPLAST,76.25,87.69,8,53.78,0.0,General,0.52
TOLINS,105.0,120.75,8,54.25,0.0,General,1.8
TORNTPHARM,4094.5,4708.67,4,43.2,0.0,General,0.9
TORNTPOWER,1446.0,1662.9,10,54.27,0.0,General,1.15
TOTAL,53.26,61.25,8,46.11,0.0,General,0.29
TOUCHWOOD,72.58,83.47,8,50.3,0.0,General,0.08
TPHQ,0.6,0.69,4,66.79,0.0,General,1.51
TPLPLASTEH,65.11,74.88,8,56.03,0.14,Consumer Cyclical,1.18
TRACXN,31.78,36.55,8,51.88,0.0,Technology,0.61
TRANSRAILL,522.25,600.59,8,54.22,0.39,Industrials,0.84
TRANSWORLD,140.63,161.72,8,52.83,0.38,Industrials,0.29
TREEHOUSE,8.18,9.41,8,50.85,0.0,Consumer Defensive,0.87
TREJHARA,150.61,173.2,4,38.9,0.04,Technology,0.74
TREL,26.19,30.12,6,61.0,0.0,Real Estate,0.55
TRENT,3850.7,4428.3,8,57.11,0.38,Consumer Cyclical,0.58
TRF,249.26,286.65,8,54.11,1.44,Industrials,0.43
TRIDENT,24.93,28.67,8,53.42,0.35,Consumer Cyclical,0.37
TRIGYN,49.69,57.14,8,53.02,0.01,Technology,0.7
TRITURBINE,454.9,523.13,6,45.45,0.03,Industrials,1.8
TRIVENI,382.75,440.16,10,52.45,0.25,Consumer Defensive,0.12
TRU,6.17,7.1,6,53.54,3.02,Financial Services,1.08
TTKHLTCARE,862.85,992.28,8,54.99,0.02,Healthcare,4.36
TTKPRESTIG,470.8,541.42,6,46.51,0.0,General,0.09
TTL,8.53,9.81,2,42.96,0.0,General,0.57
TTML,40.41,46.47,8,56.73,0.0,General,0.47
TVSELECT,395.65,455.0,8,54.27,0.0,General,0.65
TVSHLTD,13955.0,16048.25,10,49.0,0.0,General,1.31
TVSMOTOR,3727.1,4286.17,10,58.26,0.0,General,0.69
TVSSCS,107.07,123.13,8,55.19,0.0,General,0.62
TVSSRICHAK,3614.8,4157.02,8,49.92,0.0,General,0.57
TVTODAY,107.0,123.05,8,48.07,0.0,General,0.58
TVVISION,5.27,6.06,4,44.96,0.0,General,1.18
UBL,1467.2,1687.28,2,36.67,0.0,General,1.47
UCAL,94.26,108.4,6,46.84,0.0,General,0.45
UCOBANK,25.69,29.54,8,50.96,0.0,General,0.82
UDS,152.13,174.95,8,54.61,0.0,General,0.4
UEL,155.99,179.39,10,53.29,0.0,General,1.98
UFLEX,372.25,428.09,2,39.04,0.0,General,2.85
UFO,68.66,78.96,8,56.77,0.0,General,0.83
UGARSUGAR,38.76,44.57,8,54.54,0.0,General,0.47
UGROCAP,94.14,108.26,6,44.82,0.0,General,0.2
UJJIVANSFB,58.86,67.69,10,57.77,0.0,General,0.5
ULTRACEMCO,11448.0,13165.2,8,51.31,0.0,General,0.76
UMAEXPORTS,28.09,32.3,8,60.15,0.0,General,1.16
UMESLTD,6.91,7.95,8,71.45,0.0,General,0.36
UMIYA-MRO,83.67,96.22,8,56.1,0.0,General,0.37
UNICHEMLAB,332.35,382.2,8,55.29,0.0,General,1.15
UNIDT,202.88,233.31,8,66.64,0.0,General,1.4
UNIECOM,92.38,106.24,8,47.71,0.0,General,0.55
UNIENTER,98.49,113.26,8,48.71,0.0,General,0.65
UNIINFO,11.0,12.65,4,41.85,0.0,General,0.28
UNIMECH,778.8,895.62,8,46.67,0.0,General,1.29
UNIONBANK,184.69,212.39,10,55.03,0.0,General,0.75
UNIPARTS,491.7,565.46,10,58.3,0.0,General,1.39
UNITDSPR,1249.7,1437.15,2,41.7,0.0,General,0.91
UNITECH,4.87,5.6,8,57.56,0.0,General,0.6
UNITEDPOLY,26.35,30.3,8,52.06,0.0,General,2.73
UNITEDTEA,510.15,586.67,6,50.76,0.0,General,0.27
UNIVASTU,66.14,76.06,8,58.12,0.0,General,0.72
UNIVCABLES,747.0,859.05,6,61.2,0.0,General,0.68
UNIVPHOTO,364.45,419.12,4,32.51,0.0,General,0.0
UNOMINDA,1054.6,1212.79,8,46.41,0.0,General,0.73
UPL,642.0,738.3,8,53.39,0.0,General,1.24
URAVIDEF,142.64,164.04,8,55.7,0.0,General,0.25
URJA,9.85,11.33,8,58.93,0.0,General,1.45
USHAMART,431.8,496.57,8,59.01,0.0,General,0.96
USK,21.86,25.14,4,46.2,0.0,General,0.46
UTIAMC,941.8,1083.07,4,44.58,0.0,General,2.21
UTKARSHBNK,13.05,15.01,8,58.15,0.0,General,1.06
UTTAMSUGAR,242.0,278.3,8,59.23,0.0,General,0.24
UYFINCORP,13.63,15.67,8,54.35,0.0,General,0.36
V2RETAIL,194.28,223.42,8,50.01,0.0,General,0.93
VADILALIND,4486.2,5159.13,6,47.52,0.0,General,1.0
VAIBHAVGBL,210.61,242.2,8,53.32,0.0,General,0.69
VAISHALI,6.18,7.11,8,47.94,0.0,General,0.47
VAKRANGEE,6.42,7.38,8,58.01,0.0,General,0.69
VALIANTLAB,57.71,66.37,8,51.57,0.0,General,0.48
VALIANTORG,268.03,308.23,8,61.47,0.0,General,0.36
VARDHACRLC,36.43,41.89,6,62.48,0.0,General,3.74
VARDMNPOLY,7.54,8.67,6,53.46,0.0,General,1.53
VARROC,499.7,574.66,8,49.27,0.0,General,0.51
VASCONEQ,34.83,40.05,8,52.81,0.0,General,0.6
VASWANI,55.25,63.54,8,54.71,0.0,General,0.47
VBL,422.9,486.33,8,53.48,0.0,General,0.84
VCL,1.58,1.82,10,51.11,0.0,General,0.65
VEDL,737.0,847.55,6,65.99,0.0,General,0.98
VEEDOL,1368.2,1573.43,8,55.03,0.0,General,0.47
VENKEYS,1459.1,1677.96,8,63.41,0.0,General,0.78
VENTIVE,597.75,687.41,4,39.11,0.0,General,1.35
VENUSPIPES,1196.0,1375.4,4,66.38,0.0,General,2.79
VENUSREM,976.95,1123.49,6,67.02,0.0,General,2.06
VERANDA,150.84,173.47,8,49.07,0.0,General,0.68
VERTOZ,40.81,46.93,8,52.97,0.0,General,0.38
VESUVIUS,456.15,524.57,2,43.82,0.0,General,1.24
VETO,98.89,113.72,8,53.14,0.0,General,0.92
VGL,60.35,69.4,8,52.76,0.0,General,3.22
VGUARD,328.15,377.37,8,55.8,0.0,General,0.92
VHL,3350.7,3853.3,6,59.38,0.0,General,1.2
VHLTD,135.86,156.24,4,39.99,0.0,General,1.31
VIDHIING,322.2,370.53,8,59.18,0.0,General,1.24
VIJAYA,975.1,1121.36,8,60.97,0.0,General,0.29
VIJIFIN,3.21,3.69,8,68.42,0.0,General,0.92
VIKASECO,1.46,1.68,8,60.64,0.0,General,1.02
VIKASLIFE,1.6,1.84,4,65.68,0.0,General,0.86
VIMTALABS,437.95,503.64,8,52.41,0.0,General,0.85
VINATIORGA,1267.0,1457.05,2,29.08,0.0,General,1.27
VINCOFE,137.14,157.71,8,52.23,0.0,General,0.59
VINDHYATEL,1158.45,1332.22,8,59.45,0.0,General,0.47
VINEETLAB,33.09,38.05,4,65.02,0.0,General,0.9
VINNY,1.16,1.33,8,57.91,0.0,General,0.5
VINYLINDIA,225.09,258.85,6,64.22,0.0,General,0.74
VIPCLOTHNG,23.3,26.79,8,63.7,0.0,General,0.39
VIPIND,318.65,366.45,4,42.44,0.0,General,0.46
VIPULLTD,10.26,11.8,2,37.62,0.0,General,2.29
VIRINCHI,17.81,20.48,8,53.86,0.0,General,0.53
VISAKAIND,63.97,73.57,6,63.48,0.0,General,0.62
VISASTEEL,32.02,36.82,8,46.86,0.0,General,1.24
VISHNU,511.95,588.74,10,52.33,0.0,General,0.6
VISHWARAJ,5.45,6.27,8,57.62,0.0,General,0.93
VITAL,57.51,66.14,6,73.89,0.0,General,0.92
VIVIDHA,0.6,0.69,8,57.43,0.0,General,0.71
VIVIMEDLAB,7.01,8.06,10,56.44,0.0,General,0.41
VLEGOV,13.19,15.17,8,56.7,0.0,General,0.79
VLSFINANCE,232.24,267.08,8,51.24,0.0,General,0.23
VMART,628.75,723.06,4,68.14,0.0,General,0.49
VMM,112.07,128.88,8,51.51,0.0,General,1.51
VOLTAMP,9078.5,10440.28,10,59.63,0.0,General,0.81
VOLTAS,1283.9,1476.49,2,42.41,0.0,General,1.55
VPRPL,38.01,43.71,8,49.55,0.0,General,0.25
VRAJ,123.5,142.02,6,60.87,0.0,General,0.54
VRLLOG,258.66,297.46,8,55.32,0.0,General,1.51
VSSL,234.33,269.48,8,49.49,0.0,General,0.96
VSTIND,222.18,255.51,8,52.4,0.0,General,0.68
VSTL,114.19,131.32,8,54.45,0.0,General,0.19
VSTTILLERS,5162.1,5936.42,8,47.97,0.0,General,2.11
VTL,549.85,632.33,8,60.54,0.0,General,0.93
WAAREEENER,3232.3,3717.15,8,66.23,0.0,General,1.15
WAAREERTL,891.1,1024.76,8,57.95,0.0,General,0.85
WABAG,1320.1,1518.11,6,59.71,0.0,General,0.48
WALCHANNAG,172.51,198.39,6,62.99,0.0,General,2.07
WANBURY,233.45,268.47,4,46.7,0.0,General,0.52
WCIL,91.92,105.71,8,47.5,0.0,General,0.54
WEALTH,917.2,1054.78,8,54.3,0.0,General,1.67
WEBELSOLAR,78.21,89.94,8,62.76,0.0,General,0.34
WEIZMANIND,80.82,92.94,8,56.01,0.0,General,2.38
WEL,80.1,92.11,2,14.94,0.0,General,0.41
WELCORP,949.65,1092.1,6,71.45,0.0,General,1.53
WELENT,433.0,497.95,4,41.6,0.0,General,0.81
WELINV,1285.4,1478.21,10,50.69,0.0,General,0.58
WELSPUNLIV,121.82,140.09,8,53.81,0.0,General,0.53
WENDT,6689.0,7692.35,8,52.83,0.0,General,0.45
WESTLIFE,456.7,525.21,8,48.0,0.0,General,0.2
WEWIN,56.07,64.48,6,73.17,0.0,General,13.16
WHEELS,1001.35,1151.55,8,56.13,0.0,General,0.89
WHIRLPOOL,823.9,947.49,6,46.85,0.0,General,0.5
WILLAMAGOR,25.97,29.87,8,51.42,0.0,General,0.19
WINDLAS,799.2,919.08,8,60.64,0.0,General,0.94
WINDMACHIN,247.53,284.66,8,58.04,0.0,General,0.68
WINSOME,1.66,1.91,2,44.2,0.0,General,0.38
WIPL,154.45,177.62,8,57.41,0.0,General,0.54
WIPRO,202.87,233.3,8,54.43,0.0,General,0.77
WOCKPHARMA,1369.7,1575.15,8,62.88,0.0,General,1.02
WONDERLA,537.65,618.3,8,60.55,0.0,General,0.61
WORTHPERI,131.36,151.06,8,53.1,0.0,General,0.15
WSI,74.88,86.11,8,55.53,0.0,General,0.15
WSTCSTPAPR,448.9,516.23,8,59.8,0.0,General,0.78
XCHANGING,61.95,71.24,8,56.09,0.0,General,0.6
XELPMOC,103.39,118.9,8,50.11,0.0,General,1.78
